id,type,dc\.identifier,broader,broaderTransitive,definition,inScheme,notation,note,prefLabel,semanticRelation,topConceptOf,seeAlso,narrower,narrowerTransitive,altLabel,hasTopConcept
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemalingpermanentexploitatieterreinen,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bemalingpermanentexploitatieterreinen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,"Boring voor de aanleg van een permanente bronbemaling, met inbegrip van terugpompingen van onbehandeld en niet-verontreinigd grondwater in dezelfde watervoerende laag, die noodzakelijk is om het gebruik of de exploitatie van bedrijfsterreinen mogelijk te maken of te houden. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bemalingpermanentexploitatieterreinen,"Boring voor de aanleg van een permanente bronbemaling, met inbegrip van terugpompingen van onbehandeld en niet-verontreinigd grondwater in dezelfde watervoerende laag, die noodzakelijk is om het gebruik of de exploitatie van bedrijfsterreinen mogelijk te maken of te houden. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Bemaling - permanent - exploitatie van terreinen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype,null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemalingpermanentexploitatietunnels,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bemalingpermanentexploitatietunnels,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,"Boring voor de aanleg van een permanente bronbemaling, met inbegrip van terugpompingen van onbehandeld en niet-verontreinigd grondwater in dezelfde watervoerende laag, die noodzakelijk is voor de exploitatie van tunnels voor openbare wegen of openbaar vervoer. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bemalingpermanentexploitatietunnels,"Boring voor de aanleg van een permanente bronbemaling, met inbegrip van terugpompingen van onbehandeld en niet-verontreinigd grondwater in dezelfde watervoerende laag, die noodzakelijk is voor de exploitatie van tunnels voor openbare wegen of openbaar vervoer. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Bemaling - permanent - exploitatie van tunnels,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70324&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemalingpermanentmijnverzakkingsgebieden,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bemalingpermanentmijnverzakkingsgebieden,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,"Boring voor de aanleg van een permanente bronbemaling, met inbegrip van terugpompingen van onbehandeld en niet-verontreinigd grondwater in dezelfde watervoerende laag, die noodzakelijk is voor de waterbeheersing van mijnverzakkingsgebieden, ook als dat water wordt gebruikt voor de openbare watervoorziening. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bemalingpermanentmijnverzakkingsgebieden,"Boring voor de aanleg van een permanente bronbemaling, met inbegrip van terugpompingen van onbehandeld en niet-verontreinigd grondwater in dezelfde watervoerende laag, die noodzakelijk is voor de waterbeheersing van mijnverzakkingsgebieden, ook als dat water wordt gebruikt voor de openbare watervoorziening. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Bemaling - permanent - waterbeheersing van mijnverzakkingsgebieden,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70324&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemalingtijdelijkrealisatienutsvoorzieningen,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bemalingtijdelijkrealisatienutsvoorzieningen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,"Boring voor de aanleg van een tijdelijke bemaling die technisch noodzakelijk is voor de aanleg van nutsvoorzieningen,  met inbegrip van terug in de ondergrond brengen van bemalingswater in dezelfde watervoerende laag en het nuttige gebruik tot maximaal 5000 m³ bemalingswater per jaar. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bemalingtijdelijkrealisatienutsvoorzieningen,"Boring voor de aanleg van een tijdelijke bemaling die technisch noodzakelijk is voor de aanleg van nutsvoorzieningen,  met inbegrip van terug in de ondergrond brengen van bemalingswater in dezelfde watervoerende laag en het nuttige gebruik tot maximaal 5000 m³ bemalingswater per jaar. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Bemaling - tijdelijk - realisatie van nutsvoorzieningen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70324&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemalingtijdelijkrealisatiewerken,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bemalingtijdelijkrealisatiewerken,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,"Boring voor de aanleg van een tijdelijke bemaling die technisch noodzakelijk is voor de verwezenlijking van werken met inbegrip van terug in de ondergrond brengen van bemalingswater in dezelfde watervoerende laag en het nuttige gebruik tot maximaal 5000 m³ bemalingswater per jaar. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bemalingtijdelijkrealisatiewerken,"Boring voor de aanleg van een tijdelijke bemaling die technisch noodzakelijk is voor de verwezenlijking van werken met inbegrip van terug in de ondergrond brengen van bemalingswater in dezelfde watervoerende laag en het nuttige gebruik tot maximaal 5000 m³ bemalingswater per jaar. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D1 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Bemaling - tijdelijk - realisatie van werken,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bemaling|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/drainagebemaling,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70324&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.berging,null,null,"Boring met als doel 'berging' uitgevoerd voor onderzoek naar het vermogen van de ondergrond om diverse materialen op te slaan of voor de berging of veilige opslag van o.a. afval, gas, koolstofdioxide.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,berging,"Boring met als doel 'berging' uitgevoerd voor onderzoek naar het vermogen van de ondergrond om diverse materialen op te slaan of voor de berging of veilige opslag van o.a. afval, gas, koolstofdioxide.",Boring voor berging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringtot100mopslagkernafval|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf100mopslagkernafval|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mexploitatievergunninggasopslag|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopslagvergunningkoolstofdioxide,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,null,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringtot100mopslagkernafval|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf100mopslagkernafval|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mexploitatievergunninggasopslag|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopslagvergunningkoolstofdioxide,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringtot100mopslagkernafval|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf100mopslagkernafval|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mexploitatievergunninggasopslag|https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopslagvergunningkoolstofdioxide,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bodemkundigonderzoek,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bodemkundigonderzoek,null,null,"Boring met als doel 'bodemkundig onderzoek'. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D4 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bodemkundigonderzoek,"Boring met als doel 'bodemkundig onderzoek'. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D4 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring voor bodemkundig onderzoek,null,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype,null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bodemsanering,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bodemsanering,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/sanering,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/sanering,Boring voor sanering in het kader van een bodemsaneringsproject (BSP).,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bodemsanering,Boring voor sanering in het kader van een bodemsaneringsproject (BSP).,Boring i.h.k.v. bodemsanering,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/sanering,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,null,null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/bodemverontreiniging,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.bodemverontreiniging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/monitoringvervuildesites,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/monitoringvervuildesites,"Boring voor verkennend onderzoek naar bodemverontreiniging in een orienterend bodemonderzoek (OBO), een beschrijvend bodemonderzoek (BBO).",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,bodemverontreiniging,"Boring voor verkennend onderzoek naar bodemverontreiniging in een orienterend bodemonderzoek (OBO), een beschrijvend bodemonderzoek (BBO).",Boring voor verkennend onderzoek naar bodemverontreiniging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/monitoringvervuildesites,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,null,null,null,Milieuboring,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringtot100mopslagkernafval,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringtot100mopslagkernafval,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,"Boring in verband met de opslag van kernafval (berging), tot een diepte van 100 meter ten opzichte van het maaiveld. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens disciplines D3 en D4 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringtot100mopslagkernafval,"Boring in verband met de opslag van kernafval (berging), tot een diepte van 100 meter ten opzichte van het maaiveld. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens disciplines D3 en D4 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring tot 100 meter in verband met opslag kernafval,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype,null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf100mopslagkernafval,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf100mopslagkernafval,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,"Boring in verband met de opslag van kernafval (berging), vanaf een diepte van 100 meter ten opzichte van het maaiveld. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf100mopslagkernafval,"Boring in verband met de opslag van kernafval (berging), vanaf een diepte van 100 meter ten opzichte van het maaiveld. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 100 meter in verband met opslag kernafval,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70344&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mexploitatievergunninggasopslag,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf500mexploitatievergunninggasopslag,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld in het kader van een exploitatievergunning van ondergrondse bergruimten in situ bestemd voor het opslaan van gas. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf500mexploitatievergunninggasopslag,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld in het kader van een exploitatievergunning van ondergrondse bergruimten in situ bestemd voor het opslaan van gas. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 500 meter i.h.k.v. een exploitatievergunning voor het opslaan van gas,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70343&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopslagvergunningkoolstofdioxide,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf500mopslagvergunningkoolstofdioxide,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opslagvergunning voor koolstofdioxide. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf500mopslagvergunningkoolstofdioxide,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opslagvergunning voor koolstofdioxide. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 500 meter i.h.k.v. een opslagvergunning voor koolstofdioxide,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/berging,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70343&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopsporingsvergunningaardwarmte,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf500mopsporingsvergunningaardwarmte,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratiediepegeothermie,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratiediepegeothermie,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opsporingsvergunning voor aardwarmte. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens disciplines D2 en D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf500mopsporingsvergunningaardwarmte,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opsporingsvergunning voor aardwarmte. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens disciplines D2 en D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 500 meter i.h.k.v. een opsporingsvergunning voor aardwarmte,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratiediepegeothermie,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70343&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopsporingsvergunninggasopslag,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf500mopsporingsvergunninggasopslag,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieondergrondseopslag,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieondergrondseopslag,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld in het kader van een opsporingsvergunning van ondergrondse bergruimten in situ bestemd voor het opslaan van gas. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf500mopsporingsvergunninggasopslag,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld in het kader van een opsporingsvergunning van ondergrondse bergruimten in situ bestemd voor het opslaan van gas. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 500 meter i.h.k.v. een opsporingsvergunning voor het opslaan van gas,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieondergrondseopslag,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70343&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopsporingsvergunningkoolstofdioxideopslag,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf500mopsporingsvergunningkoolstofdioxideopslag,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieondergrondseopslag,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieondergrondseopslag,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opsporingsvergunning voor koolstofdioxideopslag. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf500mopsporingsvergunningkoolstofdioxideopslag,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opsporingsvergunning voor koolstofdioxideopslag. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 500 meter i.h.k.v. een opsporingsvergunning voor koolstofdioxideopslag,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieondergrondseopslag,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70343&woLang=nl&version=(versie%202025-04-17),null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/boringvanaf500mopsporingsvergunningkoolwaterstoffen,http://www.w3.org/2004/02/skos/core#Concept,be.vlaanderen.bodemenondergrond.data.id.concept.boringtype.boringvanaf500mopsporingsvergunningkoolwaterstoffen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieenergiebronnen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieenergiebronnen,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opsporingsvergunning voor koolwaterstoffen. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,boringvanaf500mopsporingsvergunningkoolwaterstoffen,"Boring vanaf een diepte van 500 meter ten opzichte van het maaiveld i.h.k.v. een opsporingsvergunning voor koolwaterstoffen. De boring wordt uitgevoerd door een boorbedrijf erkend voor boorwerkzaamheden volgens discipline D5 van de VLAREL-erkenning artikel 6, 7°, a) of valt onder bepaalde boorwerkzaamheden buiten het toepassingsgebied van deze disciplines.",Boring vanaf 500 meter i.h.k.v. een opsporingsvergunning voor koolwaterstoffen,https://data.bodemenondergrond.vlaanderen.be/id/concept/boringtype/exploratieenergiebronnen,https://data.bodemenondergrond.vlaanderen.be/id/conceptscheme/boringtype,https://data.bodemenondergrond.vlaanderen.be/doc/conceptscheme/erkenningstype|https://navigator.emis.vito.be/detail?woId=70343&woLang=nl&version=(versie%202025-04-17),null,null,null,null
